Name,Address,Category,Phone Number,Website,Size of Business,Product/Service,Clientel,Point of Contact,Email,Host?,Advertiser?,What advertisements to host?,What hosts to advertise at?,Description,Availability of space
Maxi,545 ch Vanier,Fruit & Vegetable Growers & Distributors,,"=HYPERLINK(""b'https://www.maxi.ca/store-locator/?storeId=8711'"")"
Mountain Orchard,10175 Clark Rd RR 3,Fruit & Vegetable Growers & Distributors,,"=HYPERLINK("""")"
Cannamore Orchard,1980 Country Rd 32,Fruit & Vegetable Growers & Distributors,,"=HYPERLINK(""b'https://www.facebook.com/pages/Cannamore-Orchard/257598497606866'"")"
Beckwith Berries,,Fruit & Vegetable Growers & Distributors,,"=HYPERLINK(""b'https://www.facebook.com/pages/Beckwith-Berries/134102170107335?ref=hl'"")"
Wynbrook Farm Riding School,6222 Dunning Rd SS 4,Riding Academies,,"=HYPERLINK("""")"
Queenswood Stables,518 Smith Rd,Riding Academies,,"=HYPERLINK(""b'http://www.queenswoodstables.com/'"")"
Riverview Stables,1445 Canaan Rd,Riding Academies,,"=HYPERLINK(""b'http://www.riverviewstables.ca/'"")"
Teaselwood Stables,1847 Old Prescott Rd,Fitness Gyms,,"=HYPERLINK("""")"
Holland Hill Stables,5935 Malakoff Rd,Fitness Gyms,,"=HYPERLINK("""")"
Westar Farms,8132 Fernbank Rd RR 4,Riding Academies,,"=HYPERLINK(""b'http://westarfarms.ca/'"")"
Partridge Acres,758 John Kennedy Way RR 4,Riding Academies,,"=HYPERLINK(""b'http://partridgeacres.com/'"")"
Stillwater Stables,5219 Russell Rd,Horse Riding Centres,,"=HYPERLINK("""")"
Brookson Farm,5790 Russell Rd,Horse Riding Centres,,"=HYPERLINK("""")"
Equidae Stables,6362 Bank St,Stables,,"=HYPERLINK("""")"
Les Écuries Jacob,"1426, ch Cook",Riding Academies,,"=HYPERLINK("""")"
Tic Toc Stables,"1512, ch Klock",Stables,,"=HYPERLINK("""")"
Service U-Nick,636 Ch Pink,Riding Academies,,"=HYPERLINK(""b'http://service-u-nick.com/'"")"
La Ferme Qui Charme,"350, ch Cook",Riding Academies,,"=HYPERLINK("""")"
8787816 Canad A Inc,"189, ch de la Montagne RR 2",Riding Academies,,"=HYPERLINK("""")"
Forest Hill Stables,1789 Nolan Rd,Riding Academies,,"=HYPERLINK("""")"
Pine Notch Stables,1823 des Pins St,Pet Shops,,"=HYPERLINK(""b'http://www.facebook.com/147898288729604'"")"
Pine Notch Stables,1823 des Pins St,Pet Shops,,"=HYPERLINK("""")"
Rosewood Stable,4371 Rideau River,Riding Academies,,"=HYPERLINK(""b'http://www.rosewoodstable.ca/'"")"
Harmony Stables,12104 Ormond Rd,Business Centres,,"=HYPERLINK("""")"
Turnout Stables,395 Johnston Rd,Horse Riding Centres,,"=HYPERLINK("""")"
Bourbon Street Stables,954 Clayton Rd,Recreational Activities,,"=HYPERLINK("""")"
Heritage Stables,620 Heritage Dr,Agricultural Consultants,,"=HYPERLINK(""b'http://www.heritagestables.ca/'"")"
West River Stables,1998 West River Rd,Equestrian Services,,"=HYPERLINK(""b'https://www.facebook.com/pages/West-River-Stables/103949954409666'"")"
Maltby Stables,,Stables,,"=HYPERLINK(""b'http://www.maltbystables.com/'"")"
Phantom Farms,RR 4,Stables,,"=HYPERLINK("""")"
Whistlen Stables,,Farm & Ranch Services,,"=HYPERLINK("""")"
Lances Stables,,Stables,,"=HYPERLINK("""")"
Foxview Stables Inc,,Stables,,"=HYPERLINK("""")"
Red Dog Stable,,Stables,,"=HYPERLINK("""")"
Sprinkler Solutions by Nutri-Lawn,1038 Belfast Rd,Irrigation Systems & Equipment,,"=HYPERLINK("""")"
Jackson Irrigation,897 Notre Dame St,Irrigation Systems & Equipment,,"=HYPERLINK(""b'http://jacksonirrigation.ca/'"")"
Premier Irrigation,300 Eagleson Rd,Irrigation Systems & Equipment,,"=HYPERLINK(""b'http://www.premier-irrigation.com/'"")"
Running Irrigation,4527 Hwy 17,Irrigation Systems & Equipment,,"=HYPERLINK(""b'http://runningirrigation.ca/'"")"
Advanced Irrigation Systems,,Irrigation Systems & Equipment,,"=HYPERLINK(""b'http://www.advancedirrigation.ca/'"")"
A1 Irrigation Installations,3527 Woodroffe Ave,Irrigation Systems & Equipment,,"=HYPERLINK("""")"
Central Source Irrigation Inc,,Irrigation Systems & Equipment,,"=HYPERLINK("""")"
National Capital Irrigation and Hydroseeding Inc,28 Lytle Ave,Irrigation Systems & Equipment,,"=HYPERLINK(""b'https://www.facebook.com/NationalCapitalIrrigation'"")"
Goodfellow Cleaners,2269 Riverside Dr,Dry Cleaners,,"=HYPERLINK(""b'http://goodfellowcleaners.com/'"")"
Goodfellow Cleaners,3570 Strandherd Dr,Dry Cleaners,,"=HYPERLINK(""b'http://goodfellowcleaners.com/'"")"
Goodfellow Cleaners Inc,665 Earl Armstrong Rd,Dry Cleaners,,"=HYPERLINK(""b'http://goodfellowcleanersinc.ca/'"")"
Orleans Dry Cleaners,3469 Innes Rd,Dry Cleaners,,"=HYPERLINK(""b'http://orleansdrycleaners.com/'"")"
The Dry Cleaner,1980 Ogilvie Rd,Dry Cleaners,,"=HYPERLINK("""")"
One Hour Cleaners,222 Albert St,Dry Cleaners,,"=HYPERLINK(""b'http://www.onehourcleaners.ca/'"")"
Browns Cleaners,2098 St. Joseph Blvd,Dry Cleaners,,"=HYPERLINK(""b'http://brownscleaners.ca/'"")"
Browns Cleaners,1675 10th Line Rd,Dry Cleaners,,"=HYPERLINK(""b'http://brownscleaners.ca/'"")"
Browns Cleaners,1427 Woodroffe Ave,Dry Cleaners,,"=HYPERLINK(""b'http://brownscleaners.ca/'"")"
Browns Cleaners,3191 Strandherd Dr,Dry Cleaners,,"=HYPERLINK(""b'http://brownscleaners.ca/'"")"
Browns Cleaners,275 Slater St,Dry Cleaners,,"=HYPERLINK(""b'http://brownscleaners.ca/'"")"
Browns Cleaners,71 Beechwood Ave,Dry Cleaners,,"=HYPERLINK(""b'http://brownscleaners.ca/'"")"
Browns Cleaners,100 Trainyards Dr,Dry Cleaners,,"=HYPERLINK(""b'http://brownscleaners.ca/'"")"
Browns Cleaners,1430 Prince of Wales Dr,Dry Cleaners,,"=HYPERLINK(""b'http://brownscleaners.ca/'"")"
St Louis Cleaners,67 rue Papineau,Dry Cleaners,,"=HYPERLINK(""b'http://nettoyeurst-louis.ca/'"")"
Nettoyeur Wrightville,"140, prom du Portage",Dry Cleaners,,"=HYPERLINK("""")"
Nettoyeur Magique Plus,"198, rue Eddy",Dry Cleaners,,"=HYPERLINK("""")"
Nettoyeur St Louis Inc,"47, rue Papineau",Dry Cleaners,,"=HYPERLINK("""")"
Nettoyeurs Villeneuve,"78, boul Saint-Joseph",Dry Cleaners,,"=HYPERLINK("""")"
Couture et Nettoyeurs du Plateau,"2, boul Louise-Campagna",Dry Cleaners,,"=HYPERLINK("""")"
Nettoyeurs Wrightville,"776, boul Saint-Joseph",Dry Cleaners,,"=HYPERLINK("""")"
Nettoyeur Gatineau Chatel,"151, boul Gréber",Dry Cleaners,,"=HYPERLINK("""")"
Nettoyeur St-Louis,174 boul Gréber,Couture Fatima,Dry Cleaners,"=HYPERLINK("""")"
Nettoyeur St-Louis,"360, boul Maloney O",Dry Cleaners,,"=HYPERLINK(""b'http://nettoyeurst-louis.com/'"")"
Gatineau Cleaners,"282, rue Notre-Dame",Dry Cleaners,,"=HYPERLINK(""b'http://www.facebook.com/4146'"")"
Nettoyeurs St Louis,Centre d'achat Place Limbour,Dry Cleaners,,"=HYPERLINK("""")"
Chatel Cleaners,"395, rue Main",Dry Cleaners,,"=HYPERLINK("""")"
Nettoyage Ultime,"496, rue Jacques-Poulin",Dry Cleaners,,"=HYPERLINK("""")"
Goldform Manufacturing Jewellers Ltd,161 Holland Ave,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.goldform.ca/'"")"
Conger's Jewellers,1411A Carling Ave,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.congersjewellers.com/'"")"
The Wedding Jewellers,1E-160 Terence Matthews Cr,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://theweddingjewellers.ca/'"")"
Taing Jewellers,810 Greenbank Rd,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.taingjewellers.com/'"")"
Kulu,1299 Wellington St W,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.kulutrading.ca/'"")"
Masala,17B York St,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://kulutrading.ca/'"")"
Jade,531A Sussex Dr,Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Sugold Jewellers & Giftware,107 Prescott,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://kemptvillechannel.com/'"")"
Dec Jewellers,400 Earl Grey Dr,Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Swarovski,361-50 Rideau St,Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Swarovski,100 Bayshore Dr,Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Claire's,1200 St. Laurent Blvd,Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Charm Diamond Centre,2269 Riverside Dr,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'https://charmdiamondcentres.com/'"")"
Pandora,208-50 Rideau St,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.facebook.com/pandoraatrideau'"")"
Pandora,1200 St. Laurent Blvd,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.pandora.net/en-us/'"")"
Pandora,52 Hawthorne Ave,Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Doucet Latendresse Jewellers,110 Place d'Orléans Dr,Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
The Jewellery Doctor,B4-130 Albert St,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.facebook.com/15129'"")"
Mappins Jewellers,100 Bayshore Dr,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://mappins.com/'"")"
Diamants Elinor,200 promenade du Portage,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'https://www.facebook.com/pages/Diamants-Elinor/148009075240483'"")"
Atlantic Jewellers,"81, boul Saint-Joseph",Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.bijouterieatlantic.com/'"")"
Lepage Florent Ltée,"109, boul Saint-Joseph",Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Doucet Latendresse Jewellers,320 boul Saint-Joseph,Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.doucetlatendresse.com/'"")"
Bijouterie Roger Roy,"320, boul Saint-Joseph",Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Lingot d'Or,"365, boul Saint-Joseph",Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.facebook.com/4840'"")"
Bijouterie Diane Or Ltee,"425, boul Saint-Joseph",Jewellers & Jewellery Stores,,"=HYPERLINK("""")"
Bijouterie Lamoureux,"58, boul Gréber",Jewellers & Jewellery Stores,,"=HYPERLINK(""b'http://www.bijouterie-lamoureux.com/'"")"
C & M Textiles Inc,1547 Merivale Rd,Bridal Shops,,"=HYPERLINK(""b'http://www.cmtextiles.com/'"")"
Sinders Bridal,10 Lake Ave W,Bridal Shops,,"=HYPERLINK(""b'https://www.sindersbridal.com/'"")"
Martino's Bridal Alterations and Tailoring,1849 Rosebella Ave,Bridal Shops,,"=HYPERLINK(""b'http://www.martinosfashionandbridal.ca/'"")"
David's Bridal,"145 Trainyards Drive, Unit 1",Bridal Shops,,"=HYPERLINK(""b'https://www.davidsbridal.ca/DBIMakeAnAppointmentView?catalogId=10053&langId=-1&storeId=12052&utm_source=YextGMB&utm_medium=OrganicSearch&utm_term=402&utm_content=AppointmentLink&utm_campaign=GMBAppointments'"")"
Bizou,110 place d'Orléans Dr,Bridal Shops,,"=HYPERLINK(""b'http://www.bizou.com/'"")"
La Maison Bridal Boutique,700 Hunt Club Rd,Bridal Shops,,"=HYPERLINK("""")"
Hillary Cleaners,261 Centrepointe Dr,Bridal Shops,,"=HYPERLINK("""")"
Moscatel Boutique,6443 Russell Rd,Bridal Shops,,"=HYPERLINK("""")"
Bridal Outlet,77 Beechwood Ave,Bridal Shops,,"=HYPERLINK(""b'http://kimberleywilsonbridal.com/'"")"
The Modern,17A York St,Bridal Shops,,"=HYPERLINK("""")"
Davidôs Bridal,145 Trainyards Dr,Bridal Shops,,"=HYPERLINK("""")"
Jessie Cakes,31 Hyannis Ave,Bridal Shops,,"=HYPERLINK("""")"
Sinders Bridal House,10 Lake Ave W,Bridal Shops,,"=HYPERLINK(""b'http://sindersbridal.com/'"")"
Bizou,200 promenade du Portage,Bridal Shops,,"=HYPERLINK(""b'http://www.bizou.ca/'"")"
Bizou,320 boul Saint-Joseph,Bridal Shops,,"=HYPERLINK(""b'http://www.bizou.com/'"")"
Bizou,1100 boul Maloney O,Bridal Shops,,"=HYPERLINK("""")"
Mia,1100 boul Maloney O,Bridal Shops,,"=HYPERLINK(""b'http://www.bizou.ca/'"")"
Dominique Levesque Salon de la mariee &Designer,"319, rue Notre-Dame",Bridal Shops,,"=HYPERLINK(""b'http://dominiquebridal.ca/'"")"
Couture Samoo,"2310, rue Saint-Louis",Bridal Shops,,"=HYPERLINK("""")"
Bride's Treasure Chest,,Bridal Shops,,"=HYPERLINK(""b'http://ottawabridedirectory.com/'"")"
Salon Orientale De La Mariée Amal,"922, boul Maloney E",Bridal Shops,,"=HYPERLINK(""b'http://salon-oriental-delamariee.com/'"")"
Oak Hall Ltd,,Bridal Shops,,"=HYPERLINK("""")"
Ottawa Bridal Group,,Bridal Shops,,"=HYPERLINK("""")"
Cinderella's Wedding Veils,,Bridal Shops,,"=HYPERLINK("""")"
All Dressed Up Sunnyside Mall,,Bridal Shops,,"=HYPERLINK("""")"
A Touch of Class Fashion Design,,Bridal Shops,,"=HYPERLINK(""b'http://www.atouchofclassfashion.com/'"")"
Victoria's Secret,100 Bayshore Dr,Lingerie Stores,,"=HYPERLINK(""b'http://www.facebook.com/1365131723567052'"")"
Victoria's Secret,50 Rideau St,Lingerie Stores,,"=HYPERLINK("""")"
La Senza,110 place d'Orléans Dr,Lingerie Stores,,"=HYPERLINK(""b'http://lasenza.com/'"")"
La Senza,50 Rideau St,Lingerie Stores,,"=HYPERLINK(""b'http://lasenza.com/'"")"
La Senza,2277 Riverside Dr,Lingerie Stores,,"=HYPERLINK(""b'http://lasenza.com/'"")"
La Senza,500 Terminal Ave.,Lingerie Stores,,"=HYPERLINK(""b'http://www.lasenza.com/'"")"
La Senza,1200 St. Laurent Blvd,Lingerie Stores,,"=HYPERLINK(""b'http://lasenza.com/'"")"
La Senza,1377 Woodroffe Ave,Lingerie Stores,,"=HYPERLINK(""b'http://www.lasenza.com/'"")"
La Senza,100 Bayshore Dr,Lingerie Stores,,"=HYPERLINK(""b'http://lasenza.com/'"")"
La Vie En Rose Boutique,1377 Woodroffe Ave,Lingerie Stores,,"=HYPERLINK("""")"
Les Accessoires Tasha,"200, prom du Portage",Lingerie Stores,,"=HYPERLINK(""b'https://www.lesaccessoirestasha.com/'"")"
Emotions,320 boul St-Joseph,Lingerie Stores,,"=HYPERLINK("""")"
Melia Concepts Lingerie,"406, boul Alexandre-Taché",Lingerie Stores,,"=HYPERLINK(""b'http://www.facebook.com/2313'"")"
La Vie en Rose Outlet,35 boul du Plateau,Lingerie Stores,,"=HYPERLINK(""b'https://www.facebook.com/lavieenrose'"")"
La Senza,1100 boul Maloney O,Lingerie Stores,,"=HYPERLINK(""b'http://lasenza.com/'"")"
Lilianne Lingerie,1100 boul Maloney O,Lingerie Stores,,"=HYPERLINK("""")"
Émotions,1100 boul Maloney O,Lingerie Stores,,"=HYPERLINK("""")"
La Vie en Rose,1100 boul Maloney O,Lingerie Stores,,"=HYPERLINK(""b'http://www.lavieenrose.com/'"")"
Healthy Bra Boutique,5-10146 County Rd 43,Lingerie Stores,,"=HYPERLINK(""b'http://www.healthybraboutique.com/'"")"
Dreams & Desires Lingerie,,Lingerie Stores,,"=HYPERLINK("""")"
La Vie en Rose -Tanger Outlets,,Lingerie Stores,,"=HYPERLINK("""")"
Bentons Fashion Inc,240 Sparks St,Men's Clothing Stores,,"=HYPERLINK("""")"
Moores Clothing For Men,162 Bank St,Men's Clothing Stores,,"=HYPERLINK(""b'https://www.mooresclothing.com/'"")"
Vivati Solutions,9-25 Montréal Rd,Clothing Stores,,"=HYPERLINK(""b'http://vivaticlothing.com/'"")"
Eddie Bauer,50 Rideau St,Men's Clothing Stores,,"=HYPERLINK("""")"
Moores Clothing For Men,145 Trainyards Dr,Men's Clothing Stores,,"=HYPERLINK(""b'https://www.mooresclothing.com/'"")"
Moores Clothing For Men,2280 City Park Dr,Men's Clothing Stores,,"=HYPERLINK(""b'https://www.mooresclothing.com/'"")"
Moores Clothing For Men,2210 Bank St,Men's Clothing Stores,,"=HYPERLINK(""b'https://www.mooresclothing.com/'"")"
Moores Clothing For Men,2525 Carling Ave,Men's Clothing Stores,,"=HYPERLINK(""b'https://www.mooresclothing.com/'"")"
Moores Clothing For Men,2085 10th Line,Men's Clothing Stores,,"=HYPERLINK(""b'https://www.mooresclothing.com/'"")"
Tip Top Tailors,420-1101 Champlain St,Men's Clothing Stores,,"=HYPERLINK(""b'http://www.tiptop.ca/'"")"
Tip Top Tailors,D1-620 Earl Grey Dr,Men's Clothing Stores,,"=HYPERLINK(""b'http://www.tiptop.ca/'"")"
Tip Top Tailors,2261 Riverside Dr,Men's Clothing Stores,,"=HYPERLINK(""b'http://www.tiptop.ca/'"")"
Tip Top Tailors,1200 St. Laurent Blvd,Men's Clothing Stores,,"=HYPERLINK(""b'http://www.tiptop.ca/'"")"
Mathew Charles,181 rue Principale,Men's Clothing Stores,,"=HYPERLINK(""b'http://www.facebook.com/pages/Mathew-Charles/1389813291279390'"")"
Moores Clothing for Men,"81, boul de la Gappe",Men's Clothing Stores,,"=HYPERLINK(""b'https://www.mooresclothing.com/'"")"
Marks Work Wearhouse Ltd,"91, boul de la Gappe",Men's Clothing Stores,,"=HYPERLINK("""")"
Moores Clothing for Men,"55, boul du Plateau",Men's Clothing Stores,,"=HYPERLINK(""b'https://www.mooresclothing.com/'"")"
Maximus,"25, ch de la Savane",Men's Clothing Stores,,"=HYPERLINK("""")"
Ernest,1100 boul Maloney O,Men's Clothing Stores,,"=HYPERLINK(""b'http://www.ernest.ca/'"")"
Tristan,1100 boul Maloney O,Men's Clothing Stores,,"=HYPERLINK(""b'http://www.tristanstyle.com/'"")"
Jack & Jones,1100 boul Maloney O,Men's Clothing Stores,,"=HYPERLINK("""")"
Vincent d’Amérique,1100 boul Maloney O,Men's Clothing Stores,,"=HYPERLINK("""")"
International Clothiers,"1100, boul Maloney O",Men's Clothing Stores,,"=HYPERLINK("""")"
Willie Assad Inc,"400, rue Notre-Dame",Men's Clothing Stores,,"=HYPERLINK("""")"
Greg Landry Mode Pour Hommes,"171, boul Saint-René E",Men's Clothing Stores,,"=HYPERLINK(""b'http://www.greglandry.net/'"")"
Shirtastic!,3305 Élie Cres,Men's Clothing Stores,,"=HYPERLINK("""")"
Topman,945 Gardiners Rd,Men's Clothing Stores,,"=HYPERLINK("""")"
Randy River,,Men's Clothing Stores,,"=HYPERLINK("""")"
Passion,,Men's Clothing Stores,,"=HYPERLINK("""")"
The Link,,Men's Clothing Stores,,"=HYPERLINK("""")"
Jack Fraser Menswear,Rideau Centre,Men's Clothing Stores,,"=HYPERLINK("""")"
The Wholesale Outlet,1877 Innes Rd,Women's Clothing Stores,,"=HYPERLINK("""")"
Garage,100 Bayshore Dr,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.garageclothing.com/ca/locator/ca/on/ottawa/220-Bayshore-Shopping-Centre'"")"
Reitmans,2269 Riverside Dr,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.reitmans.com/'"")"
Reitmans,1363 Woodroffe Ave,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.reitmans.com/'"")"
Reitmans,550 Terminal Ave,Women's Clothing Stores,,"=HYPERLINK(""b'http://reitmans.com/'"")"
Reitmans,1200 St. Laurent Blvd,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.reitmans.com/'"")"
Reitmans,2121 Carling Ave,Women's Clothing Stores,,"=HYPERLINK(""b'http://reitmans.com/'"")"
Reitmans,100 Bayshore Dr,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.reitmans.com/'"")"
Reitmans,110 Place d'Orléans Dr,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.reitmans.com/'"")"
Reitmans,3161 Greenbank Rd,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.reitmans.com/'"")"
Reitmans,2055 Tenth Line Rd,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.reitmans.com/'"")"
Reitmans,C8-300 Eagleson Rd,Women's Clothing Stores,,"=HYPERLINK(""b'http://www.reitmans.com/'"")"
